Time [s],Byte
6.326773846000000,0x5A
6.326779116000000,0x80
6.326779780000000,0x5A
6.326785082000000,0x80
6.326785746000000,0x5A
6.326796982000000,0x80
6.326797648000000,0x5A
6.326930614000000,0x80
6.326931278000000,0x5A
6.326936580000000,0x80
6.326937244000000,0x5A
6.326942580000000,0x80
6.326943246000000,0x5A
6.326948548000000,0x80
6.326949212000000,0x5A
6.326954480000000,0x80
6.326955146000000,0x5A
6.326960448000000,0x80
6.326961112000000,0x5A
6.327100796000000,0x80
6.327101460000000,0x5A
6.327106762000000,0x80
6.327107426000000,0x5A
6.327112662000000,0x80
6.327113326000000,0x5A
6.327118596000000,0x80
6.327119260000000,0x5A
6.327124562000000,0x80
6.327125226000000,0x5A
6.327136462000000,0x80
6.327137126000000,0x5A
6.327172162000000,0x80
6.327172828000000,0x5A
6.327270126000000,0x80
6.327270792000000,0x5A
6.327276060000000,0x80
6.327276724000000,0x5A
6.327282060000000,0x80
6.327282724000000,0x5A
6.327288026000000,0x80
6.327288692000000,0x5A
6.327335628000000,0x80
6.327336292000000,0x5A
6.327341560000000,0x80
6.327342226000000,0x5A
6.327439458000000,0x80
6.327440122000000,0x5A
6.327445424000000,0x80
6.327446090000000,0x5A
6.327451426000000,0x80
6.327452090000000,0x5A
6.327457426000000,0x80
6.327458090000000,0x5A
6.327463376000000,0x80
6.327464040000000,0x5A
6.327469308000000,0x80
6.327469974000000,0x5A
6.327592006000000,0x80
6.327592670000000,0x5A
6.327598006000000,0x80
6.327598670000000,0x5A
6.327603972000000,0x80
6.327604638000000,0x5A
6.327621806000000,0x80
6.327622470000000,0x5A
6.327645606000000,0x80
6.327646270000000,0x5A
6.327761238000000,0x80
6.327761902000000,0x5A
6.327767204000000,0x80
6.327767868000000,0x5A
6.327773204000000,0x80
6.327773868000000,0x5A
6.327779170000000,0x80
6.327779836000000,0x5A
6.327785104000000,0x80
6.327785770000000,0x5A
6.327791072000000,0x80
6.327791736000000,0x5A
6.327797004000000,0x80
6.327797670000000,0x5A
6.327930570000000,0x80
6.327931234000000,0x5A
6.327936502000000,0x80
6.327937168000000,0x5A
6.327942470000000,0x80
6.327943134000000,0x5A
6.327948386000000,0x80
6.327949050000000,0x5A
6.327966252000000,0x80
6.327966918000000,0x5A
6.327972186000000,0x80
6.327972852000000,0x5A
6.327990054000000,0x80
6.327990718000000,0x5A
6.328001954000000,0x80
6.328002618000000,0x5A
6.328100750000000,0x80
6.328101416000000,0x5A
6.328106684000000,0x80
6.328107348000000,0x5A
6.328112684000000,0x80
6.328113348000000,0x5A
6.328118650000000,0x80
6.328119316000000,0x5A
6.328124584000000,0x80
6.328125250000000,0x5A
6.328130552000000,0x80
6.328131216000000,0x5A
6.328136484000000,0x80
6.328137150000000,0x5A
6.328172184000000,0x80
6.328172850000000,0x5A
6.328184084000000,0x80
6.328184750000000,0x5A
6.328270082000000,0x80
6.328270746000000,0x5A
6.328276050000000,0x80
6.328276714000000,0x5A
6.328282050000000,0x80
6.328282714000000,0x5A
6.328288050000000,0x80
6.328288714000000,0x5A
6.328294016000000,0x80
6.328294680000000,0x5A
6.328299950000000,0x80
6.328300614000000,0x5A
6.328353516000000,0x80
6.328354182000000,0x5A
6.328439398000000,0x80
6.328440062000000,0x5A
6.328445330000000,0x80
6.328445996000000,0x5A
6.328451230000000,0x80
6.328451896000000,0x5A
6.328457130000000,0x80
6.328457796000000,0x5A
6.328463064000000,0x80
6.328463728000000,0x5A
6.328474964000000,0x80
6.328475630000000,0x5A
6.328591960000000,0x80
6.328592626000000,0x5A
6.328597894000000,0x80
6.328598560000000,0x5A
6.328603828000000,0x80
6.328604492000000,0x5A
6.328609794000000,0x80
6.328610460000000,0x5A
6.328615728000000,0x80
